text,id
"['Fellow Deleuzeans speaking on Foucault, Serres, Deleuze... in about 25 hours.",164_0_1
Register in advance to hold a seat.,164_0_2
Cheers.'],164_0_3
"Where to register, is there a link in the document?",164_1_1
I didn't see it.,164_1_2
Already built a 2nd home in the Philippines and in a couple years plan on moving there full ti.e more or less.,165_1_1
"['This is my mom, dad and me back in 2005 when I got my first scholarship to attend the KNDI.",166_0_1
"They have been a central part of my participation in speech & debate, and most importantly raising me to be the person I am today.For the past 6years my mom has been a tremendous fighter as she’s dealt with acute leukemia.",166_0_2
Today she finally stopped suffering.,166_0_3
"I am forever grateful for the memories we made together, for all of the conversations we had.",166_0_4
"Even when I moved to Louisiana, … See More']",166_0_5
Love you Chris,166_1_1
Taiwan,167_1_1
hey kavin!,168_1_1
thanks!,168_1_2
it was nice.,168_1_3
Great picture,169_1_1
"[""I'm not sure if this is allowed but this is the Go Fund Me link for the young man killed by the drunk driver the other day on his way to work.",170_0_1
He was part of the M.V.,170_0_2
Mod (Pizza) Squad and a member of this community.,170_0_3
He will be missed.,170_0_4
"— with Josh Mauk.""]",170_0_5
Thank you so so much for sharing if you can't donate a here helps more than anything,170_1_1
"['Today my dad lost $800 cash at the bike trails parking lot, off of 169 between maple valley and black diamond at about 10am.",171_0_1
He went back and it was gone  Just wondering if anyone found it and turned it into the police station or an officer.,171_0_2
Thank you'],171_0_3
The fact the he or you are not asking is apparent as is the caring of others.,171_1_1
['Life On The FarmInstagram: @useless_farm https://www.instagram.com/useless_farm/TikTok: https://www.tiktok.com/@useless_farm'],172_0_1
Thisso funny,172_1_1
['Ya girl still got it '],173_0_1
"Lmao, I can while out the tune but I never learned the names of the songs",173_1_1
['I think this issue is vastly under-covered right now.,174_0_1
The current administration is essentially attempting to kill as many federal inmates on death row as possible before Biden takes office.,174_0_2
"This isn’t just something that will end with Biden, people are essentially having their names quickly crossed off a list out of a hurry to kill them before illegal challenges are possible.",174_0_3
Of the 5 remaining scheduled executions 4/5 of them are of black men.,174_0_4
Bernard for example was a 17 y… See More'],174_0_5
well said sebas it’s ridiculous how little this is being spoken about,174_1_1
['the beginning of a wonderful marriage'],175_0_1
“I’ve been scared of this all my life.” I’m dying,175_1_1
"['I wrote a book on the process philosophy of geology, ecology, and the Anthropocene.",176_0_1
It will be out in early 2021 with Stanford.,176_0_2
You can read the introduction at the link below. '],176_0_3
This is great!,176_1_1
Thanks.,176_1_2
Hi!,177_1_1
"If you're competing on a more traditional circuit (which I suspect you are via the use of Values/Value Criterions), I'd be happy to help you out!",177_1_2
"I can send you some sample cases, including ones that have made stage at the state or NSDA national le… See More",177_1_3
['BREAKING: The Supreme Court has dismissed a lawsuit led by Texas and 17 other states that sought to invalidate the election results in 4 key states where Joe Biden had been certified the winner.'],178_0_1
Well this will definitely go down as the most times anyone has lost a presidential election in one cycle  Trump likes setting records like “biggest” and “most” etc so glad we are not disappointing him on his top goals in life,178_1_1
"['Hey guys,I’m really new to LD and I’m looking to get better at implementing my values and criterions into my cases.",179_0_1
I just swapped from PuF to LD this year and I’m open to any advice you guys have.Thank you!'],179_0_2
You can think of the value and criterion as a built in framing mechanism for the debate.,179_1_1
"If you ever had moments in PFD when a team said ""the team who saves the most lives should win the round"" or ""the team who best upholds individual rights should win… See More",179_1_2
['One thing I am sure Kant was right about is that you cannot be free if you have no principles.,180_0_1
"Here are the 106 House Republicans who signed onto an amicus brief in a Texas lawsuit to invalidate millions of votes and the election results from four key swing states that went for President-elect Joe Biden.Here are the names of 106 craven, sycophantic slaves who were prepared to sacrifice their commitment to democracy-if they ever had one - in order to help DT get his way.",180_0_2
Ma… See More'],180_0_3
Horrifying.,180_1_1
['Read a great thread of debaters complaining about judges behaving badly this year.,181_0_1
Our online sins include:*Judging while driving*Falling asleep while judging (at least when this happens in classrooms you can poke the judge to wake them)*Talking to other people while judging*Playing video games while judging… See More'],181_0_2
 I assume that the folks judging while driving were NOT flowing...,181_1_1
I would love mandatory vacationsssss!,182_1_1
Yepppp,182_1_2
['Can dehydration cause your body to tingle or go numb while you sit down?,183_0_1
Asking for myself'],183_0_2
That’s nerves trying to stay awake,183_1_1
['Traffic cone or blurry picture of me at work?'],184_0_1
Idk looks like that 20 planes band i heard about,184_1_1
"['Funeral arrangements for Mom (Denise Vincent):The viewing will take place Monday from 3 PM- 8 PM, and Tuesday from 9AM-11AM, followed by the funeral at 11:00AM at Highview Church of God (7017 South Watterson Trail, Louisville, KY 40291)A Few Important Notes:… See More']",185_0_1
My heart is with you,185_1_1
Where’s the Doctor?,186_1_1
"['All I want for Christmas is for speech and debate judges to hit ""start round"" once they get their ballot.']",187_0_1
Some things never change.,187_1_1
You do ask for a lot.,187_2_1
I suppose you want us to eventually turn in ballots too.,187_2_2
[''],188_0_1
Como cuando me meti al canal de Temilpa y despues no ALCANSE AGARRAR la cuerda para salirme,188_1_1
['Its possible... rounding the corner...'],189_0_1
South Korea isn’t an island and they were also successful with this.,189_1_1
"NZ was successful because of leadership and science, not because they’re an island.",189_1_2
['“Come And Let Us Reason Together!,190_0_1
!”'],190_0_2
Yeah!,190_1_1
And it’s not bibliotatry anyway.,190_1_2
Its babbliolotry.,190_1_3
['For those like me who struggled to get through Anti-Oedipus here’s a great video that breaks it down and grants you a second go at reading it:'],191_0_1
When is somebody gonna make a video which breaks through?,191_1_1
"[""A small group of Trump's most loyal backers in Congress is plotting a final-stage challenge on the floor of the House of Representatives in early January to try to reverse Joe Biden’s victory.""]",192_0_1
"""Next we're taking it to the Super DUPER Supreme Court!",192_1_1
"Which will be expensive so more money please.""",192_1_2
And a good Taqueria with a deli where you can order tacos and burritos etc .,193_1_1
Okay but....link?,194_1_1
YAY!!!!,195_1_1
what a munchkin,195_1_2
So cute!!,196_1_1
"In addition, ALL Doctors, regardles… See More",197_1_2
" In most “first world” countries, medical degrees are considered basic competency degrees and the honorific is therefore Mr., Mrs. or Ms. An advanced medical degree, often a Ph.D, is required to use the title Doctor.",198_1_1
"In addition, ALL Doctors, regardless of field of study are highly respected.",198_1_2
It was the greatest shock of my life when I was given a great deal of deference and respect when I traveled after being so demeaned here.,198_1_3
"I have since perfected the raised eyebrow, direct stare, stone faced expression and low toned method of saying “actually, it’s doctor” when appropriate.",198_1_4
"I admit that, when I discover that something as basic as the importance of getting people's names right is beyond someone's intellectual grasp, I tend to feel a bit Reviewer 2 towards them.",198_2_1
['Hey Y’all!,199_0_1
"If someone wanted to create an anthology of primary sources by ethical and political philosophers for high school students to use in debate, what would you guys include?",199_0_2
Here’s a few suggestions:Plato’s Republic (selections?,199_0_3
)… See More'],199_0_4
A Theory of Justice by John Rawls,199_1_1
['Important health notice'],200_0_1
"I assume that Georgia, Arizona, New Mexico, Nevada, Virginia, and Colorado have all been forgiven.",200_1_1
